date,symbol,open,high,low,close,adjusted_close,volume
2016-05-17,SPY,206.4600067138672,206.8000030517578,204.22999572753906,204.85000610351562,174.0384063720703,114924900
2016-05-18,SPY,204.44000244140625,206.3000030517578,203.6300048828125,204.91000366210938,174.08934020996094,120062100
2016-05-19,SPY,204.05999755859375,204.5399932861328,202.77999877929688,204.1999969482422,173.48619079589844,115430500
2016-05-20,SPY,204.9199981689453,206.10000610351562,204.86000061035156,205.49000549316406,174.5821075439453,104990400
2016-05-23,SPY,205.50999450683594,205.83999633789062,204.99000549316406,205.2100067138672,174.34423828125,58682600
2016-05-24,SPY,206.1699981689453,208.24000549316406,206.13999938964844,207.8699951171875,176.6042022705078,93537800
2016-05-25,SPY,208.6699981689453,209.77000427246094,207.8699951171875,209.27999877929688,177.80209350585938,76621400
2016-05-26,SPY,209.44000244140625,209.7100067138672,208.97000122070312,209.33999633789062,177.8530731201172,55280700
2016-05-27,SPY,209.52999877929688,210.25,209.47000122070312,210.24000549316406,178.61769104003906,64211200
2016-05-31,SPY,210.55999755859375,210.69000244140625,209.17999267578125,209.83999633789062,178.27786254882812,109879400
2016-06-01,SPY,209.1199951171875,210.47999572753906,208.88999938964844,210.27000427246094,178.6431427001953,69936200
2016-06-02,SPY,209.8000030517578,210.92999267578125,209.24000549316406,210.91000366210938,179.18692016601562,63044700
2016-06-03,SPY,210.25,210.69000244140625,208.86000061035156,210.27999877929688,178.65164184570312,101757100
2016-06-06,SPY,210.6999969482422,211.77000427246094,210.50999450683594,211.35000610351562,179.56077575683594,64887000
2016-06-07,SPY,211.52999877929688,212.33999633789062,211.5,211.67999267578125,179.84109497070312,60974800
2016-06-08,SPY,211.83999633789062,212.52000427246094,211.69000244140625,212.3699951171875,180.42735290527344,66170900
2016-06-09,SPY,211.50999450683594,212.22000122070312,211.19000244140625,212.0800018310547,180.18096923828125,73786900
2016-06-10,SPY,210.4600067138672,210.86000061035156,209.42999267578125,210.07000732421875,178.47328186035156,113829200
2016-06-13,SPY,209.36000061035156,210.3699951171875,208.35000610351562,208.4499969482422,177.096923828125,117751200
2016-06-14,SPY,208.0,208.74000549316406,206.9199981689453,208.0399932861328,176.74859619140625,125059300
2016-06-15,SPY,208.0399932861328,209.36000061035156,207.52999877929688,207.75,176.50216674804688,109124500
2016-06-16,SPY,207.75,208.57000732421875,205.58999633789062,208.3699951171875,177.02899169921875,149533100
2016-06-17,SPY,207.1699981689453,207.1999969482422,205.75,206.52000427246094,176.36972045898438,117055700
2016-06-20,SPY,208.82000732421875,209.61000061035156,207.75,207.85000610351562,177.5055389404297,82789600
2016-06-21,SPY,208.3000030517578,208.9199981689453,207.77999877929688,208.44000244140625,178.0093231201172,72461700
2016-06-22,SPY,208.64999389648438,209.5,207.92999267578125,208.10000610351562,177.71896362304688,95560500
2016-06-23,SPY,209.80999755859375,210.8699951171875,209.27000427246094,210.80999755859375,180.0333709716797,102731400
2016-06-24,SPY,203.6300048828125,210.85000610351562,202.72000122070312,203.24000549316406,173.5685272216797,333444400
2016-06-27,SPY,201.58999633789062,201.60000610351562,198.64999389648438,199.60000610351562,170.45993041992188,230775800
2016-06-28,SPY,201.47999572753906,203.22999572753906,201.1199951171875,203.1999969482422,173.5343475341797,159382400
2016-06-29,SPY,204.83999633789062,206.92999267578125,204.72000122070312,206.66000366210938,176.4892578125,137328600
2016-06-30,SPY,207.2100067138672,209.5399932861328,206.55999755859375,209.47999572753906,178.89755249023438,165021900
2016-07-01,SPY,209.47999572753906,210.49000549316406,209.2899932861328,209.9199981689453,179.27328491210938,106055300
2016-07-05,SPY,208.9499969482422,209.0800018310547,207.7100067138672,208.41000366210938,177.98373413085938,109803700
2016-07-06,SPY,207.8300018310547,209.8000030517578,207.05999755859375,209.66000366210938,179.0512237548828,96021500
2016-07-07,SPY,209.8699951171875,210.64999389648438,208.6300048828125,209.52999877929688,178.94024658203125,85593800
2016-07-08,SPY,211.0500030517578,212.94000244140625,210.77999877929688,212.64999389648438,181.60472106933594,133971000
2016-07-11,SPY,213.19000244140625,214.07000732421875,212.9499969482422,213.39999389648438,182.2452392578125,73633900
2016-07-12,SPY,214.52999877929688,215.3000030517578,213.42999267578125,214.9499969482422,183.5689697265625,101275600
2016-07-13,SPY,215.44000244140625,215.4499969482422,214.35000610351562,214.9199981689453,183.54331970214844,87324100
2016-07-14,SPY,216.39999389648438,216.6699981689453,215.66000366210938,216.1199951171875,184.568115234375,91230900
2016-07-15,SPY,216.77999877929688,217.00999450683594,215.30999755859375,215.8300018310547,184.3204803466797,107155400
2016-07-18,SPY,215.97000122070312,216.60000610351562,215.6699981689453,216.41000366210938,184.81581115722656,58725900
2016-07-19,SPY,215.9199981689453,216.22999572753906,215.6300048828125,216.19000244140625,184.62791442871094,54345700
2016-07-20,SPY,216.19000244140625,217.3699951171875,216.19000244140625,217.08999633789062,185.3965301513672,58159500
2016-07-21,SPY,216.9600067138672,217.22000122070312,215.75,216.27000427246094,184.69619750976562,67777300
2016-07-22,SPY,216.41000366210938,217.3000030517578,216.10000610351562,217.24000549316406,185.52464294433594,62787500
2016-07-25,SPY,217.0,217.05999755859375,215.97000122070312,216.64999389648438,185.02073669433594,55873100
2016-07-26,SPY,216.52999877929688,217.1699981689453,215.75999450683594,216.75,185.10617065429688,70080500
2016-07-27,SPY,217.19000244140625,217.27000427246094,215.6199951171875,216.52000427246094,184.90972900390625,84083900
2016-07-28,SPY,216.2899932861328,217.11000061035156,215.75,216.77000427246094,185.12327575683594,65035700
2016-07-29,SPY,216.4600067138672,217.5399932861328,216.1300048828125,217.1199951171875,185.42213439941406,79519400
2016-08-01,SPY,217.19000244140625,217.64999389648438,216.41000366210938,216.94000244140625,185.2683868408203,73311400
2016-08-02,SPY,216.64999389648438,216.8300018310547,214.57000732421875,215.5500030517578,184.0813446044922,92295500
2016-08-03,SPY,215.47999572753906,216.25,215.1300048828125,216.17999267578125,184.61936950683594,53993600
2016-08-04,SPY,216.30999755859375,216.77999877929688,214.25,216.41000366210938,184.81581115722656,46585500
2016-08-05,SPY,216.41000366210938,218.22999572753906,216.41000366210938,218.17999267578125,186.32736206054688,71892200
2016-08-08,SPY,218.39999389648438,218.52000427246094,217.74000549316406,218.0500030517578,186.21636962890625,39906500
2016-08-09,SPY,218.1300048828125,218.75999450683594,217.8000030517578,218.17999267578125,186.32736206054688,51251700
2016-08-10,SPY,218.30999755859375,218.39999389648438,217.22999572753906,217.63999938964844,185.8662567138672,57941100
2016-08-11,SPY,218.25999450683594,218.94000244140625,217.9499969482422,218.64999389648438,186.72874450683594,72504300
2016-08-12,SPY,218.2899932861328,218.7100067138672,217.99000549316406,218.4600067138672,186.5665283203125,61313500
2016-08-15,SPY,218.88999938964844,219.5,218.8800048828125,219.08999633789062,187.1045379638672,49813500
2016-08-16,SPY,218.60000610351562,218.67999267578125,217.9600067138672,217.9600067138672,186.1395263671875,53213600
2016-08-17,SPY,218.0,218.52999877929688,217.02000427246094,218.3699951171875,186.48968505859375,75134300
2016-08-18,SPY,218.33999633789062,218.89999389648438,218.2100067138672,218.86000061035156,186.90814208984375,52989300
2016-08-19,SPY,218.30999755859375,218.75,217.74000549316406,218.5399932861328,186.63482666015625,75443000
2016-08-22,SPY,218.25999450683594,218.8000030517578,217.8300018310547,218.52999877929688,186.6262664794922,61368800
2016-08-23,SPY,219.25,219.60000610351562,218.89999389648438,218.97000122070312,187.00204467773438,53399200
2016-08-24,SPY,218.8000030517578,218.91000366210938,217.36000061035156,217.85000610351562,186.04559326171875,71728900
2016-08-25,SPY,217.39999389648438,218.19000244140625,217.22000122070312,217.6999969482422,185.91748046875,69224800
2016-08-26,SPY,217.9199981689453,219.1199951171875,216.25,217.2899932861328,185.5673370361328,122506300
2016-08-29,SPY,217.44000244140625,218.6699981689453,217.39999389648438,218.36000061035156,186.4811248779297,70502200
2016-08-30,SPY,218.25999450683594,218.58999633789062,217.35000610351562,218.0,186.1737060546875,58114500
2016-08-31,SPY,217.61000061035156,217.75,216.47000122070312,217.3800048828125,185.64414978027344,85269500
2016-09-01,SPY,217.3699951171875,217.72999572753906,216.02999877929688,217.38999938964844,185.6527099609375,97844200
2016-09-02,SPY,218.38999938964844,218.8699951171875,217.6999969482422,218.3699951171875,186.48968505859375,79293900
2016-09-06,SPY,218.6999969482422,219.1199951171875,217.86000061035156,219.02999877929688,187.05332946777344,56702100
2016-09-07,SPY,218.83999633789062,219.22000122070312,218.3000030517578,219.00999450683594,187.0361785888672,76554900
2016-09-08,SPY,218.6199951171875,218.94000244140625,218.14999389648438,218.50999450683594,186.6091766357422,74102900
2016-09-09,SPY,216.97000122070312,217.02999877929688,213.25,213.27999877929688,182.14276123046875,221589100
2016-09-12,SPY,212.38999938964844,216.80999755859375,212.30999755859375,216.33999633789062,184.75601196289062,168110900
2016-09-13,SPY,214.83999633789062,215.14999389648438,212.5,213.22999572753906,182.1000518798828,182828800
2016-09-14,SPY,213.2899932861328,214.6999969482422,212.5,213.14999389648438,182.03173828125,134185500
2016-09-15,SPY,212.9600067138672,215.72999572753906,212.75,215.27999877929688,183.85076904296875,134427900
2016-09-16,SPY,213.47999572753906,213.69000244140625,212.57000732421875,213.3699951171875,183.14007568359375,155236400
2016-09-19,SPY,214.1300048828125,214.8800048828125,213.02999877929688,213.41000366210938,183.1744384765625,80250500
2016-09-20,SPY,214.41000366210938,214.58999633789062,213.3800048828125,213.4199981689453,183.1830291748047,69665300
2016-09-21,SPY,214.24000549316406,216.02999877929688,213.44000244140625,215.82000732421875,185.2429962158203,110284400
2016-09-22,SPY,217.0,217.52999877929688,216.7100067138672,217.17999267578125,186.41030883789062,76678700
2016-09-23,SPY,216.72000122070312,216.8800048828125,215.8800048828125,215.99000549316406,185.38888549804688,73630900
2016-09-26,SPY,215.02000427246094,215.22999572753906,214.00999450683594,214.24000549316406,183.88687133789062,89827300
2016-09-27,SPY,214.0500030517578,215.67999267578125,213.6199951171875,215.57000732421875,185.0283966064453,78494800
2016-09-28,SPY,215.8300018310547,216.82000732421875,214.7100067138672,216.63999938964844,185.94676208496094,87411000
2016-09-29,SPY,216.39999389648438,216.8699951171875,214.0399932861328,214.67999267578125,184.26446533203125,128070600
2016-09-30,SPY,215.64999389648438,217.1199951171875,215.36000061035156,216.3000030517578,185.6549835205078,117202900
2016-10-03,SPY,215.82000732421875,216.0399932861328,215.0399932861328,215.77999877929688,185.2086639404297,83512100
2016-10-04,SPY,215.91000366210938,216.1699981689453,213.99000549316406,214.67999267578125,184.26446533203125,119948100
2016-10-05,SPY,215.41000366210938,216.1300048828125,215.3300018310547,215.6300048828125,185.0799102783203,72816000
2016-10-06,SPY,215.3699951171875,216.0399932861328,214.74000549316406,215.77999877929688,185.2086639404297,62927400
2016-10-07,SPY,216.10000610351562,216.3000030517578,214.19000244140625,215.0399932861328,184.57347106933594,89788300
2016-10-10,SPY,216.16000366210938,216.6999969482422,215.99000549316406,216.16000366210938,185.53482055664062,51855000
2016-10-11,SPY,215.66000366210938,215.74000549316406,212.5800018310547,213.42999267578125,183.1915283203125,130367400
2016-10-12,SPY,213.58999633789062,214.32000732421875,213.00999450683594,213.7100067138672,183.43191528320312,73866100
2016-10-13,SPY,212.16000366210938,213.58999633789062,211.2100067138672,213.00999450683594,182.8310546875,101357000
2016-10-14,SPY,214.14999389648438,214.69000244140625,213.02999877929688,213.1199951171875,182.92550659179688,93346200
2016-10-17,SPY,213.08999633789062,213.38999938964844,212.1699981689453,212.3800048828125,182.2904052734375,58275700
2016-10-18,SPY,214.24000549316406,214.30999755859375,213.27000427246094,213.7100067138672,183.43191528320312,76869700
2016-10-19,SPY,214.02000427246094,214.63999938964844,213.60000610351562,214.27999877929688,183.92111206054688,66519200
2016-10-20,SPY,213.8699951171875,214.52999877929688,213.11000061035156,213.8800048828125,183.5778350830078,73639800
2016-10-21,SPY,213.8800048828125,214.0800018310547,212.75999450683594,213.97999572753906,183.6636505126953,89089100
2016-10-24,SPY,215.0,215.32000732421875,214.47999572753906,214.88999938964844,184.44473266601562,60146600
2016-10-25,SPY,214.67999267578125,214.97999572753906,213.97999572753906,214.1699981689453,183.8267364501953,66542300
2016-10-26,SPY,213.2100067138672,214.4199981689453,212.92999267578125,213.74000549316406,183.45762634277344,75705500
2016-10-27,SPY,214.5800018310547,214.6199951171875,213.0800018310547,213.1699981689453,182.96836853027344,77220200
2016-10-28,SPY,213.13999938964844,213.92999267578125,211.7100067138672,212.5399932861328,182.4276885986328,140623200
2016-10-31,SPY,212.92999267578125,213.19000244140625,212.36000061035156,212.5500030517578,182.436279296875,61272500
2016-11-01,SPY,212.92999267578125,212.99000549316406,209.60000610351562,211.00999450683594,181.1144561767578,122781800
2016-11-02,SPY,210.64999389648438,211.10000610351562,209.22999572753906,209.74000549316406,180.02439880371094,103330800
2016-11-03,SPY,209.99000549316406,210.24000549316406,208.4600067138672,208.77999877929688,179.2003936767578,88939300
2016-11-04,SPY,208.91000366210938,209.88999938964844,208.3800048828125,208.5500030517578,179.0029754638672,109122100
2016-11-07,SPY,208.5500030517578,213.19000244140625,208.5500030517578,213.14999389648438,182.95126342773438,109794900
2016-11-08,SPY,212.69000244140625,214.77000427246094,212.3800048828125,214.11000061035156,183.77520751953125,106772100
2016-11-09,SPY,212.3699951171875,217.10000610351562,212.33999633789062,216.3800048828125,185.72366333007812,258429000
2016-11-10,SPY,217.3000030517578,218.30999755859375,215.22000122070312,216.9199981689453,186.1871337890625,172113300
2016-11-11,SPY,216.0800018310547,216.6999969482422,215.32000732421875,216.4199981689453,185.7579803466797,100552700
2016-11-14,SPY,217.02999877929688,217.27000427246094,215.72000122070312,216.58999633789062,185.90390014648438,94580000
2016-11-15,SPY,217.0399932861328,218.27999877929688,216.8000030517578,218.27999877929688,187.35443115234375,91652600
2016-11-16,SPY,217.55999755859375,218.13999938964844,217.4199981689453,217.8699951171875,187.00250244140625,65617700
2016-11-17,SPY,218.0500030517578,219.05999755859375,217.9199981689453,218.99000549316406,187.9638671875,69797200
2016-11-18,SPY,219.07000732421875,219.27000427246094,218.2899932861328,218.5,187.54322814941406,86265800
2016-11-21,SPY,219.1699981689453,220.17999267578125,219.0,220.14999389648438,188.9595489501953,72402600
2016-11-22,SPY,220.50999450683594,220.7899932861328,219.72999572753906,220.5800018310547,189.3285675048828,67429000
2016-11-23,SPY,219.97999572753906,220.75999450683594,219.75,220.6999969482422,189.4315185546875,56620200
2016-11-25,SPY,221.10000610351562,221.55999755859375,221.00999450683594,221.52000427246094,190.13539123535156,37872300
2016-11-28,SPY,221.16000366210938,221.47999572753906,220.36000061035156,220.47999572753906,189.24273681640625,76572500
2016-11-29,SPY,220.52000427246094,221.44000244140625,220.1699981689453,220.91000366210938,189.61181640625,69886700
2016-11-30,SPY,221.6300048828125,221.82000732421875,220.30999755859375,220.3800048828125,189.1569061279297,113291800
2016-12-01,SPY,220.72999572753906,220.72999572753906,219.14999389648438,219.57000732421875,188.4617156982422,79040500
2016-12-02,SPY,219.6699981689453,220.25,219.25999450683594,219.67999267578125,188.55615234375,74840300
2016-12-05,SPY,220.64999389648438,221.39999389648438,220.4199981689453,221.0,189.68910217285156,67837800
2016-12-06,SPY,221.22000122070312,221.74000549316406,220.66000366210938,221.6999969482422,190.2898712158203,59877400
2016-12-07,SPY,221.52000427246094,224.6699981689453,221.3800048828125,224.60000610351562,192.779052734375,110738100
2016-12-08,SPY,224.57000732421875,225.6999969482422,224.25999450683594,225.14999389648438,193.25108337402344,99714400
2016-12-09,SPY,225.41000366210938,226.52999877929688,225.3699951171875,226.50999450683594,194.41844177246094,88005800
2016-12-12,SPY,226.39999389648438,226.9600067138672,225.75999450683594,226.25,194.1952362060547,102016100
2016-12-13,SPY,227.02000427246094,228.33999633789062,227.0,227.75999450683594,195.49131774902344,110477500
2016-12-14,SPY,227.41000366210938,228.22999572753906,225.3699951171875,225.8800048828125,193.87770080566406,142501800
2016-12-15,SPY,226.16000366210938,227.80999755859375,225.88999938964844,226.80999755859375,194.67593383789062,124972600
2016-12-16,SPY,226.00999450683594,226.0800018310547,224.6699981689453,225.0399932861328,194.29513549804688,156420200
2016-12-19,SPY,225.25,226.02000427246094,225.0800018310547,225.52999877929688,194.7182159423828,90341100
2016-12-20,SPY,226.14999389648438,226.57000732421875,225.8800048828125,226.39999389648438,195.46934509277344,89838800
2016-12-21,SPY,226.25,226.4499969482422,225.77000427246094,225.77000427246094,194.92543029785156,67909000
2016-12-22,SPY,225.60000610351562,225.74000549316406,224.9199981689453,225.3800048828125,194.58871459960938,56219100
2016-12-23,SPY,225.42999267578125,225.72000122070312,225.2100067138672,225.7100067138672,194.8736572265625,36697800
2016-12-27,SPY,226.02000427246094,226.72999572753906,226.0,226.27000427246094,195.35711669921875,42672500
2016-12-28,SPY,226.57000732421875,226.58999633789062,224.27000427246094,224.39999389648438,193.74261474609375,64095000
2016-12-29,SPY,224.47999572753906,224.88999938964844,223.83999633789062,224.35000610351562,193.69944763183594,48696100
2016-12-30,SPY,224.72999572753906,224.8300018310547,222.72999572753906,223.52999877929688,192.99147033691406,108998300
2017-01-03,SPY,225.0399932861328,225.8300018310547,223.8800048828125,225.24000549316406,194.46783447265625,91366500
2017-01-04,SPY,225.6199951171875,226.75,225.61000061035156,226.5800018310547,195.62477111816406,78744400
2017-01-05,SPY,226.27000427246094,226.5800018310547,225.47999572753906,226.39999389648438,195.46934509277344,78379000
2017-01-06,SPY,226.52999877929688,227.75,225.89999389648438,227.2100067138672,196.16871643066406,71559900
2017-01-09,SPY,226.91000366210938,227.07000732421875,226.4199981689453,226.4600067138672,195.5211944580078,46939700
2017-01-10,SPY,226.47999572753906,227.4499969482422,226.00999450683594,226.4600067138672,195.5211944580078,63771900
